web-scraper-order,web-scraper-start-url,title,title-href,news
"1589216123-164","https://financialnews.com/","Craig Wright withdraws lawsuit against Adam Back","https://financialnews.com/news/crypto/craig-wright-withdraws-lawsuit-against-adam-back/","Craig Wright withdraws lawsuit against Adam Back"
"1589216199-302","https://financialnews.com/","","https://financialnews.com/news/markets/demand-for-virtual-babysitting-grows-exponentially-in-us/","Before the pandemic, babysitters normally spent several hours with the children they were watching, and now they can be hired for a short period of time while the parent cleans, works or takes a shower."
"1589216110-156","https://financialnews.com/","North Korea: $1.5 billion in cryptocurrencies to circumvent sanctions","https://financialnews.com/news/crypto/north-korea-1-5-billion-in-cryptocurrencies-to-circumvent-sanctions/","Pyongyang technically circumvents UN sanctions by transferring cargo on the high seas without a ship entering the port. This often leads to the disconnection of automatic identification systems used in shipping. Similar tricks in the context of the supply of coal and oil products are recorded in the report of the international organization."
"1589216150-209","https://financialnews.com/","Some States to Begin Reopening Within A Week","https://financialnews.com/news/states-to-begin-reopening/","Governors in North Dakota and Idaho announced that all nonessential businesses will be able to reopen on May 1st. Ohio’s Governor stated that they will start their own slow reopening on the same date."
"1589216212-312","https://financialnews.com/","","https://financialnews.com/news/crypto/poolin-pool-explain-which-bitcoin-miners-will-become-unprofitable-after-halving/","Poolin pool explains which bitcoin miners will become unprofitable after halving"
"1589216177-260","https://financialnews.com/","","https://financialnews.com/news/9-successful-companies-created-during-an-economic-crisis/","This led to a slowdown in the economy, GDP decreased by more than 2%. The unemployment rate reached 7.8%."
"1589216186-277","https://financialnews.com/","","https://financialnews.com/news/markets/6-us-companies-that-save-on-dividends-due-to-coronavirus/","In recent years, investors have become accustomed to reinvesting dividend income, participating in share buyback programs, but now companies are trying to balance their budget against the backdrop of the coronavirus epidemic."
"1589216135-185","https://financialnews.com/","Small Business Loan Program Reaches 350 Billion Limit","https://financialnews.com/news/small-business-loan-program-runs-out/","Unlike the PPP (which can forgive loans), the Main Street Program is more of a traditional loan; though one with significantly low interest rates. The program is open to companies with as many as 10,000 employees and will support up to $600 billion total loans. Additionally, businesses that have been approved for PPP loans can also apply for Main Street loans. To be eligible though, businesses will need to have at least $250,000 in earnings before taxes."
"1589216073-133","https://financialnews.com/","Russian Prime Minister Mishustin infected with coronavirus and temporarily relieved of duty","https://financialnews.com/news/covid-19/russian-prime-minister-mishustin-infected-with-coronavirus-and-temporarily-relieved-of-duty/","The Russian President also promised that he would continue to consult with Mishustin in making decisions on issues previously discussed with him."
"1589216177-237","https://financialnews.com/","","https://financialnews.com/news/9-successful-companies-created-during-an-economic-crisis/","Below we will talk about these companies in more detail."
"1589216177-245","https://financialnews.com/","","https://financialnews.com/news/9-successful-companies-created-during-an-economic-crisis/","Today its value is estimated at $22 billion. As of 2019, about 56 thousand employees worked in the company."
"1589216067-126","https://financialnews.com/","Is Kim Jong-un dead? China sends a group of doctors to North Korea amid...","https://financialnews.com/news/world/is-kim-jong-un-dead-china-sends-a-group-of-doctors-to-north-korea-amid-rumors-of-dictators-death/",""
"1589216222-339","https://financialnews.com/","","https://financialnews.com/news/crypto/bitcoin-price-crashes-below-9000-ahead-of-halving/","Opinions in the crypto community about the impact of the upcoming halving are mixed. So, early bitcoin investor Charlie Shrem is sure that halving the reward for the block mined by miners is a positive signal for digital gold, the effect of which, however, will not immediately appear."
"1589216034-86","https://financialnews.com/","COVID-19 making resurgence in China","https://financialnews.com/news/covid-19/covid-19-making-resurgence-in-china/","Shulan City County in the northeastern Jilin Province has been recognized as a high-risk zone of COVID-19 after 11 people have recently been infected, according to the province’s press service."
"1589216165-222","https://financialnews.com/","","https://financialnews.com/news/markets/netflix-capitalization-reaches-historic-high/","Netflix, the video streaming company, is valued more than American oil giant ExxonMobil. Stock Prices of the service reached a historic high on April 15 – the cost per share was $448 with an increase of 3.19% on the day. As a result, Netflix’s market value reached $196 billion."
"1589216044-95","https://financialnews.com/","China Central Bank lowers key rate","https://financialnews.com/news/world/china-central-bank-lowers-key-rate/","The Central Bank of China has lowered the rate on loans issued under the framework of Medium-term Lending Facility (MLF) in order to reduce the cost of borrowing for companies amid the outbreak of coronavirus."
"1589216145-190","https://financialnews.com/","6.6 million apply for unemployment  benefits in US","https://financialnews.com/news/goverment-politics/6-6-million-apply-for-unemployment-benefits-in-us/","6.6 million apply for unemployment  benefits in US"
"1589216222-335","https://financialnews.com/","","https://financialnews.com/news/crypto/bitcoin-price-crashes-below-9000-ahead-of-halving/","A sharp drop in the price of BTC occurred on the eve of the halving of the block reward, to which less than two days remained."
"1589216110-150","https://financialnews.com/","North Korea: $1.5 billion in cryptocurrencies to circumvent sanctions","https://financialnews.com/news/crypto/north-korea-1-5-billion-in-cryptocurrencies-to-circumvent-sanctions/","Chainalysis researchers note that the amount of funds used in digital currencies to achieve these goals has grown significantly from last year’s $200-500 million."
"1589216186-284","https://financialnews.com/","","https://financialnews.com/news/markets/6-us-companies-that-save-on-dividends-due-to-coronavirus/","Before the company decided to reduce dividends, it paid $1.92 per share."
"1589216150-205","https://financialnews.com/","Some States to Begin Reopening Within A Week","https://financialnews.com/news/states-to-begin-reopening/","The final phase individuals should safely be able to see some normalcy come back to their public life, with at-risk individuals being able to re-engage as well as the end of restrictions for staffing in workplaces. It’s been recommended that phase 3 only be implemented when community leaders are confident that is no evidence of a second wave of Covid infections."
"1589216177-242","https://financialnews.com/","","https://financialnews.com/news/9-successful-companies-created-during-an-economic-crisis/","The company began operations during a recession which lasted from 1937 to 1938."
"1589216212-314","https://financialnews.com/","","https://financialnews.com/news/crypto/poolin-pool-explain-which-bitcoin-miners-will-become-unprofitable-after-halving/","Poolin Vice President Alejandro de la Torre examined the bottom quartile of the total bitcoin hash (0 to 25 T/s) and divided it into intervals of two T/s. This quartile contains most devices with 16- and 10-nanometer chips."
"1589216145-195","https://financialnews.com/","6.6 million apply for unemployment  benefits in US","https://financialnews.com/news/goverment-politics/6-6-million-apply-for-unemployment-benefits-in-us/","Over the past four weeks, more than 20 million applications have been filed against the backdrop of tough measures to combat the spread of coronavirus."
"1589216199-306","https://financialnews.com/","","https://financialnews.com/news/markets/demand-for-virtual-babysitting-grows-exponentially-in-us/","The company announced that a 45-minute nanny chat would cost parents $36.00."
"1589216177-270","https://financialnews.com/","","https://financialnews.com/news/9-successful-companies-created-during-an-economic-crisis/","At that time, there was a collapse in the real estate market, and a crisis in the banking sector led to the failure of many financial institutions. Experts emphasize that the effects of the crisis are felt to this day."
"1589216186-274","https://financialnews.com/","","https://financialnews.com/news/markets/6-us-companies-that-save-on-dividends-due-to-coronavirus/","6 US companies that save on dividends due to coronavirus"
"1589216095-144","https://financialnews.com/","iPhone Vulnerability allows hackers to steal data from default email client...","https://financialnews.com/news/iphone-vulnerability-allows-hackers-to-steal-data-from-default-email-client-in-ios/","According to ZecOps, the vulnerability is present in Apple devices with at least iOS 6, that is, since September 2012."
"1589216165-224","https://financialnews.com/","","https://financialnews.com/news/markets/netflix-capitalization-reaches-historic-high/","At the same time, the price of ExxonMobil shares fell 3% to $39.30, which gave it a market capitalization of $166 billion due to a drop in oil prices. And in 2013, the company was the most expensive in the world, but now this title is shared by technological titans Apple and Microsoft."
"1589216145-198","https://financialnews.com/","6.6 million apply for unemployment  benefits in US","https://financialnews.com/news/goverment-politics/6-6-million-apply-for-unemployment-benefits-in-us/","The number of new jobless claims is expected to continue to grow, as most of the economy is still shut down due to anti-coronavirus measures that have undermined business activity."
"1589216165-230","https://financialnews.com/","","https://financialnews.com/news/markets/netflix-capitalization-reaches-historic-high/","However, Disney, although losing in terms of capitalization, still demonstrates much higher growth rates than its competitors. This is largely due to the high quality of content from world famous studios – Disney, Pixar, Lucasfilm, Marvel and National Geographic. Experts say that Disney was able in 5 months to achieve what Netflix took 7 years. However, Netflix can be called a pioneer in the streaming industry. It was Netflix that changed the landscape of the media industry and forced eminent competitors to follow its path."
"1589216055-107","https://financialnews.com/","Recovering from COVID Johnson Returns to Work","https://financialnews.com/news/covid-19/recovering-from-covid-johnson-returns-to-work/","Recovering from COVID Johnson Returns to Work"
"1589216177-247","https://financialnews.com/","","https://financialnews.com/news/9-successful-companies-created-during-an-economic-crisis/","The recession lasted from 1953 to 1954 and was caused by a shift in government spending. US GDP at that time fell by 2.2%, while unemployment rose to 6%."
"1589216212-321","https://financialnews.com/","","https://financialnews.com/news/crypto/poolin-pool-explain-which-bitcoin-miners-will-become-unprofitable-after-halving/","De la Torre added that the new 5-nanometer devices will remain profitable over the next four years as the industry has come to the limit of Moore’s law."
"1589216067-112","https://financialnews.com/","Is Kim Jong-un dead? China sends a group of doctors to North Korea amid...","https://financialnews.com/news/world/is-kim-jong-un-dead-china-sends-a-group-of-doctors-to-north-korea-amid-rumors-of-dictators-death/","The delegation is being led by a senior official in The International Liaison Department of the Central Committee of the Communist Party of China. Details of the visit are not disclosed due to the sensitivity of the issue."
"1589216212-313","https://financialnews.com/","","https://financialnews.com/news/crypto/poolin-pool-explain-which-bitcoin-miners-will-become-unprofitable-after-halving/","A number of ASIC miners will turn off after halving bitcoin forever. Representatives of the Poolin pool figured out which devices will go offline and how much the hash rate of the first cryptocurrency will drop."
"1589216186-287","https://financialnews.com/","","https://financialnews.com/news/markets/6-us-companies-that-save-on-dividends-due-to-coronavirus/","On April 17, Las Vegas Sands Corporation announced that it had decided to defer the dividend payment program. Previously, the company paid $3.16 per share."
"1589216055-108","https://financialnews.com/","Recovering from COVID Johnson Returns to Work","https://financialnews.com/news/covid-19/recovering-from-covid-johnson-returns-to-work/","The government hopes that the prime minister will give a new impetus to plans to formulate a strategy for overcoming the crisis.
 
British Prime Minister Boris Johnson on Monday plans to return to work and begin a more active fight against the coronavirus pandemic, reports The Telegraph."
"1589216212-317","https://financialnews.com/","","https://financialnews.com/news/crypto/poolin-pool-explain-which-bitcoin-miners-will-become-unprofitable-after-halving/","The marginal tariff for the most powerful devices from the lower quartile is 3.4 cents per kilowatt. Devices in the range of 0-10 T/s will remain profitable only with free electricity and no other costs."
"1589216123-169","https://financialnews.com/","Craig Wright withdraws lawsuit against Adam Back","https://financialnews.com/news/crypto/craig-wright-withdraws-lawsuit-against-adam-back/","In 2018, Adam Beck, commenting on an article regarding the progress of the lawsuit between the family of Dave Kleiman and Wright regarding 1.1 million BTC; noted that the materials indicate falsification of documents and tax fraud. He also emphasized that from a technical point of view it is obvious: neither Wright nor Kleiman are Satoshi Nakamoto."
"1589216165-223","https://financialnews.com/","","https://financialnews.com/news/markets/netflix-capitalization-reaches-historic-high/","Netflix’s capitalization is growing against the backdrop of the coronavirus pandemic, which played into the hands of the company – more and more people remain at home and, consequently, the number of views is growing. Netflix is ​​now even more valuable than it’s other competitor, Disney, which the market values at $186.6 billion."
"1589216217-324","https://financialnews.com/","","https://financialnews.com/news/covid-19/applicants-who-recover-from-covid-19-deemed-unfit-for-duty-in-us-army/","The US Department of Defense has confirmed that applicants who survive COVID-19 virus infection will be declared unfit for military service until further notice. This was announced by the Military Times."
"1589216034-91","https://financialnews.com/","COVID-19 making resurgence in China","https://financialnews.com/news/covid-19/covid-19-making-resurgence-in-china/","On December 31, 2019, the Chinese authorities informed the World Health Organization about an outbreak of unknown pneumonia in the city of Wuhan in the central part of the country (Hubei Province). Specialists found that the causative agent of the disease was a new coronavirus, later the disease was officially named COVID-19. WHO on March 11 announced the pandemic of a new coronavirus in the world. On March 29, the State Health Committee of the PRC announced that the spread of the epidemic in the country generally had stopped."
"1589216186-275","https://financialnews.com/","","https://financialnews.com/news/markets/6-us-companies-that-save-on-dividends-due-to-coronavirus/","As coronavirus destroys economies around the world, companies go into survival mode. Many companies are developing opportunities that would allow them to reduce costs, save income and reduce debt."
"1589216177-234","https://financialnews.com/","","https://financialnews.com/news/9-successful-companies-created-during-an-economic-crisis/","9 successful companies created during an economic crisis"
"1589216067-125","https://financialnews.com/","Is Kim Jong-un dead? China sends a group of doctors to North Korea amid...","https://financialnews.com/news/world/is-kim-jong-un-dead-china-sends-a-group-of-doctors-to-north-korea-amid-rumors-of-dictators-death/","“We have a good relationship with North Korea, I have a good relationship with Kim Jong Un, and I hope he’s okay. And I think it was a fake report.”"
"1589216044-92","https://financialnews.com/","China Central Bank lowers key rate","https://financialnews.com/news/world/china-central-bank-lowers-key-rate/","China Central Bank lowers key rate"
"1589216067-121","https://financialnews.com/","Is Kim Jong-un dead? China sends a group of doctors to North Korea amid...","https://financialnews.com/news/world/is-kim-jong-un-dead-china-sends-a-group-of-doctors-to-north-korea-amid-rumors-of-dictators-death/","As noted by the New York Post, Kim Yo-jong has a big influence on her brother."
"1589216044-98","https://financialnews.com/","China Central Bank lowers key rate","https://financialnews.com/news/world/china-central-bank-lowers-key-rate/","The net profit of industrial enterprises in China decreased in the I quarter compared to the same period in 2019 by 58.8% due to quarantine and the epidemic of coronavirus."
"1589216110-149","https://financialnews.com/","North Korea: $1.5 billion in cryptocurrencies to circumvent sanctions","https://financialnews.com/news/crypto/north-korea-1-5-billion-in-cryptocurrencies-to-circumvent-sanctions/","Interviewed by CoinDesk experts believe that cryptocurrency worth $1.5 billion is used to finance North Korea’s international trade and supply chains, bypassing sanctions."
"1589216222-330","https://financialnews.com/","","https://financialnews.com/news/crypto/bitcoin-price-crashes-below-9000-ahead-of-halving/","Bitcoin price crashes below $9,000 ahead of halving"
"1589216186-283","https://financialnews.com/","","https://financialnews.com/news/markets/6-us-companies-that-save-on-dividends-due-to-coronavirus/","On April 15, Estee Lauder announced that it would postpone the payment of dividends until the next quarter. Dividends are planned to be paid in June."
"1589216034-85","https://financialnews.com/","COVID-19 making resurgence in China","https://financialnews.com/news/covid-19/covid-19-making-resurgence-in-china/","COVID-19 making resurgence in China"
"1589216073-131","https://financialnews.com/","Russian Prime Minister Mishustin infected with coronavirus and temporarily relieved of duty","https://financialnews.com/news/covid-19/russian-prime-minister-mishustin-infected-with-coronavirus-and-temporarily-relieved-of-duty/","The Prime Minister assured that the government will continue to work as usual, and proposed the appointment of First Deputy Prime Minister Andrei Belousov as acting head of the Cabinet. Putin supported the proposal."
"1589216199-308","https://financialnews.com/","","https://financialnews.com/news/markets/demand-for-virtual-babysitting-grows-exponentially-in-us/","She said that working with children through a computer is more difficult, so the service had to retrain its employees."
"1589216177-251","https://financialnews.com/","","https://financialnews.com/news/9-successful-companies-created-during-an-economic-crisis/","According to information on the Hyatt website, in 1957, entrepreneur Jay Pritzker bought the Hyatt House Motel, located near Los Angeles International Airport."
"1589216110-157","https://financialnews.com/","North Korea: $1.5 billion in cryptocurrencies to circumvent sanctions","https://financialnews.com/news/crypto/north-korea-1-5-billion-in-cryptocurrencies-to-circumvent-sanctions/","In the same UN report, North Korea “used cyberspace to carry out sophisticated attacks to steal funds” and subsequently launder them. Thus, experts recorded at least 35 attacks on financial companies in 17 countries."
"1589216217-328","https://financialnews.com/","","https://financialnews.com/news/covid-19/applicants-who-recover-from-covid-19-deemed-unfit-for-duty-in-us-army/","The reason for this harsh response by the US Army is that the disease has not yet been fully studied and it is not clear what long-term harm the virus does to the body and whether it can occur again after full recovery or if we have full immunity after survival."
"1589216150-208","https://financialnews.com/","Some States to Begin Reopening Within A Week","https://financialnews.com/news/states-to-begin-reopening/","Texas Governor Abbott also announced the establishment of a Strike Force; made up of medical experts and public/private leaders who are expected to advise the Governor on a safe and strategic means for reopening the state."
"1589216067-118","https://financialnews.com/","Is Kim Jong-un dead? China sends a group of doctors to North Korea amid...","https://financialnews.com/news/world/is-kim-jong-un-dead-china-sends-a-group-of-doctors-to-north-korea-amid-rumors-of-dictators-death/","Hong Kong satellite television deputy director Shijian Xinjou, the newspaper writes, also claims that a “very reputable source” told her that Kim Jong-un was dead."
"1589216067-124","https://financialnews.com/","Is Kim Jong-un dead? China sends a group of doctors to North Korea amid...","https://financialnews.com/news/world/is-kim-jong-un-dead-china-sends-a-group-of-doctors-to-north-korea-amid-rumors-of-dictators-death/","“I think the report was incorrect,” Trump said at a White House briefing, adding that he heard the reporting was based on “old documents”."
"1589216135-181","https://financialnews.com/","Small Business Loan Program Reaches 350 Billion Limit","https://financialnews.com/news/small-business-loan-program-runs-out/","Small Business Loan Program Reaches 350 Billion Limit"
"1589216165-231","https://financialnews.com/","","https://financialnews.com/news/markets/netflix-capitalization-reaches-historic-high/","Meanwhile, ExxonMobil and other oil giants, including British companies BP and Royal Dutch Shell, were faced with falling stock prices when demand fell to its lowest level in 25 years."
"1589216177-236","https://financialnews.com/","","https://financialnews.com/news/9-successful-companies-created-during-an-economic-crisis/","However, a number of experts recall that there are examples in history of how companies that emerged during a recession in the economy, eventually managed to succeed and became the strongest players in their industry."
"1589216177-266","https://financialnews.com/","","https://financialnews.com/news/9-successful-companies-created-during-an-economic-crisis/","In 1982, Electronic Arts was established. Later, this company became the market leader in video games and games for video game consoles."
"1589216212-316","https://financialnews.com/","","https://financialnews.com/news/crypto/poolin-pool-explain-which-bitcoin-miners-will-become-unprofitable-after-halving/","In the pool, it was calculated at what prices for electricity the miners of the lower quartile will remain profitable. The calculations took into account the bitcoin price of $7,000 and the current mining difficulty."
"1589216067-117","https://financialnews.com/","Is Kim Jong-un dead? China sends a group of doctors to North Korea amid...","https://financialnews.com/news/world/is-kim-jong-un-dead-china-sends-a-group-of-doctors-to-north-korea-amid-rumors-of-dictators-death/","According to the Daily Mail, there were rumors that Kim Jong-un passed away. The publication refers to a famous journalist in Hong Kong."
"1589216177-267","https://financialnews.com/","","https://financialnews.com/news/9-successful-companies-created-during-an-economic-crisis/","Today, EA is valued at $33 billion, and they employ 9,700 people."
"1589216177-250","https://financialnews.com/","","https://financialnews.com/news/9-successful-companies-created-during-an-economic-crisis/","The first hotel of the popular chain was opened during the recession of 1957 – 1958. It lasted eight months, during which time GDP fell by 3.7%, and unemployment reached 7.4%."
"1589216044-96","https://financialnews.com/","China Central Bank lowers key rate","https://financialnews.com/news/world/china-central-bank-lowers-key-rate/","The People’s Bank of China said that the interest rate on one-year MLF loans has been reduced by 20 basis points from 3.15% to 2.95%, the lowest level since the introduction of the liquidity instrument in September 2014. The regulator provided loans for a period of one year in the amount of 100 billion yuan ($14.19 billion) under the MLF."
"1589216135-183","https://financialnews.com/","Small Business Loan Program Reaches 350 Billion Limit","https://financialnews.com/news/small-business-loan-program-runs-out/","The PPP, which was administered by the Small Business Administration through participating banks, has been rife with complaints from the start. Firstly, it was known the $350 billion allocation would not be enough from the start. And the only reason it did not run out sooner was because the programs first week was rife with technical glitches, confusion from business owners looking to apply, and misinformation from bankers."
"1589216073-132","https://financialnews.com/","Russian Prime Minister Mishustin infected with coronavirus and temporarily relieved of duty","https://financialnews.com/news/covid-19/russian-prime-minister-mishustin-infected-with-coronavirus-and-temporarily-relieved-of-duty/","What is happening to you now can happen to everyone"
"1589216110-155","https://financialnews.com/","North Korea: $1.5 billion in cryptocurrencies to circumvent sanctions","https://financialnews.com/news/crypto/north-korea-1-5-billion-in-cryptocurrencies-to-circumvent-sanctions/","Earlier, the analytical service CipherTrace presented a detailed analysis of how two Chinese citizens managed to legalize a stolen cryptocurrency worth more than $100 million. However, now the task is to find specific connections with global trading networks."
"1589216067-119","https://financialnews.com/","Is Kim Jong-un dead? China sends a group of doctors to North Korea amid...","https://financialnews.com/news/world/is-kim-jong-un-dead-china-sends-a-group-of-doctors-to-north-korea-amid-rumors-of-dictators-death/","Nevertheless, using satellite imagery last Thursday, a 250-meter train of the North Korean leader was discovered near his residence in Wonsan. And although the location of Kim Jong-un is not reliably known, the presence of the train there may indicate that he arrived at his residence and is now at home."
"1589216095-146","https://financialnews.com/","iPhone Vulnerability allows hackers to steal data from default email client...","https://financialnews.com/news/iphone-vulnerability-allows-hackers-to-steal-data-from-default-email-client-in-ios/","Apple has already been notified of the vulnerability and partially fixed it. It is recommended that users whenever possible update the system, disable manual automatic data download and the “Push” option on the “Passwords and Accounts” tab and install an alternative email client."
"1589216177-257","https://financialnews.com/","","https://financialnews.com/news/9-successful-companies-created-during-an-economic-crisis/","Today, Microsoft is valued at $1.3 trillion. The number of company employees is 148,465 people."
"1589216222-340","https://financialnews.com/","","https://financialnews.com/news/crypto/bitcoin-price-crashes-below-9000-ahead-of-halving/","The experts of the Santiment analytical platform, who recently predicted the sale of large players amid hyip around the halving, have a completely different opinion."
"1589216095-143","https://financialnews.com/","iPhone Vulnerability allows hackers to steal data from default email client...","https://financialnews.com/news/iphone-vulnerability-allows-hackers-to-steal-data-from-default-email-client-in-ios/","With the help of the vulnerability, hackers steal photos, information about contacts, and can also modify and delete user emails, which potentially provides them with access to the data used during registration on bitcoin exchanges."
"1589216135-186","https://financialnews.com/","Small Business Loan Program Reaches 350 Billion Limit","https://financialnews.com/news/small-business-loan-program-runs-out/","For many, the Main Street Loan might be a last resort option while business owners wait for further funding of the PPP. Recent proposals for further funding have centered on an additional $250 billion in funding. However, lenders and small business advocates have estimated the amount needed might be closer to $1 trillion."
"1589216217-327","https://financialnews.com/","","https://financialnews.com/news/covid-19/applicants-who-recover-from-covid-19-deemed-unfit-for-duty-in-us-army/","Sources in the Pentagon confirm the validity of this memo and said that at all 65 US Army recruiting centers in the United States, all recruits will be checked as follows; to find out about their possible contacts with those infected with COVID-19, to measure the recruits temperature and to note other possible COVID-19 symptoms."
"1589216186-280","https://financialnews.com/","","https://financialnews.com/news/markets/6-us-companies-that-save-on-dividends-due-to-coronavirus/","On April 23, Invesco announced it was cutting dividends by 50%, from 31 cents per share to 15.5 cents. The company also announced that revenue in the first quarter was significantly lower than analysts’ forecasts."
"1589216217-326","https://financialnews.com/","","https://financialnews.com/news/covid-19/applicants-who-recover-from-covid-19-deemed-unfit-for-duty-in-us-army/","“During the screening process, a reported history of confirmed COVID-19 will be annotated ‘Considered disqualifying’“"
"1589216067-120","https://financialnews.com/","Is Kim Jong-un dead? China sends a group of doctors to North Korea amid...","https://financialnews.com/news/world/is-kim-jong-un-dead-china-sends-a-group-of-doctors-to-north-korea-amid-rumors-of-dictators-death/","The media also writes that in the event of an emergency, the North Korean leader may be replaced by his younger sister Kim Yo-jong."
"1589216095-147","https://financialnews.com/","iPhone Vulnerability allows hackers to steal data from default email client...","https://financialnews.com/news/iphone-vulnerability-allows-hackers-to-steal-data-from-default-email-client-in-ios/","In April, because of a critical vulnerability on the Bisq exchange, attackers withdrew $ 250,000 in BTC and XMR."
"1589216110-159","https://financialnews.com/","North Korea: $1.5 billion in cryptocurrencies to circumvent sanctions","https://financialnews.com/news/crypto/north-korea-1-5-billion-in-cryptocurrencies-to-circumvent-sanctions/","According to the Royal United Services Institute (RUSI), the DPRK uses cryptocurrencies to pay for sanctioned goods and services of intermediary companies, as well as to convert to fiat. The DPRK authorities can also accumulate digital currencies in the hope of an increase in their value."
"1589216044-93","https://financialnews.com/","China Central Bank lowers key rate","https://financialnews.com/news/world/china-central-bank-lowers-key-rate/","The Central Bank of China has lowered key rates to support the economy affected by the coronavirus."
"1589216177-272","https://financialnews.com/","","https://financialnews.com/news/9-successful-companies-created-during-an-economic-crisis/","Airbnb is a startup that, like Uber, emerged during the 2007-2009 crisis."
"1589216158-220","https://financialnews.com/","Record levels of US public and corporate debt","https://financialnews.com/news/record-levels-of-us-public-and-corporate-debt/","According to estimates of the International Monetary Fund, US GDP will fall by the end of the year by 5.9 percent. In the global economy, the IMF predicts, a decline of 3 percent will be recorded."
"1589216129-175","https://financialnews.com/","Bitcoin miners mined four blocks in less than a minute on May 1","https://financialnews.com/news/crypto/bitcoin-miners-mined-four-blocks-in-less-than-a-minute/","According to BTC.com, abnormal activity lasted several hours. For each of them, from 7 to 12 new blocks were registered."
"1589216123-171","https://financialnews.com/","Craig Wright withdraws lawsuit against Adam Back","https://financialnews.com/news/crypto/craig-wright-withdraws-lawsuit-against-adam-back/","Peter McCormack recalled the disappointing results of Wright’s other trials. About his case, he wrote that there was “a lot of idle talk” about him, and for the Australian, the matter already seemed to be lost."
"1589216044-103","https://financialnews.com/","China Central Bank lowers key rate","https://financialnews.com/news/world/china-central-bank-lowers-key-rate/","The Bureau of Statistics notes that the country is facing tremendous pressure amid growing uncertainty and instability due to the outbreak of coronavirus. In addition, China has new difficulties and problems in the resumption of work and production."
"1589216067-114","https://financialnews.com/","Is Kim Jong-un dead? China sends a group of doctors to North Korea amid...","https://financialnews.com/news/world/is-kim-jong-un-dead-china-sends-a-group-of-doctors-to-north-korea-amid-rumors-of-dictators-death/","So the Japanese media claim that Kim Jong-un is in a vegetative state after the bypass procedure."
"1589216055-109","https://financialnews.com/","Recovering from COVID Johnson Returns to Work","https://financialnews.com/news/covid-19/recovering-from-covid-johnson-returns-to-work/","The prime minister instructed his assistants to schedule meetings with the ministers of his cabinet next week.
 
The politician will return to work at a critical time when the country has been quarantined for more than a month. Ministers hope that Johnson will give a new impetus to plans to formulate a strategy for overcoming the crisis.
 
After treatment with COVID, the prime minister was discharged from a London hospital and continues to be isolated in his suburban residence.
 
Johnson was hospitalized after exacerbating the symptoms of COVID-19 and spent three nights in intensive care.
 
Johnson said earlier that he owes his life to the National Health Service."
"1589216177-241","https://financialnews.com/","","https://financialnews.com/news/9-successful-companies-created-during-an-economic-crisis/","Today, the cost of General Motors is valued at almost $32 billion. The company employs 164 thousand employees."
"1589216158-214","https://financialnews.com/","Record levels of US public and corporate debt","https://financialnews.com/news/record-levels-of-us-public-and-corporate-debt/","A number of large corporations, such as ExxonMobil and Walgreens, have already used up all of the credit available to them."
"1589216222-333","https://financialnews.com/","","https://financialnews.com/news/crypto/bitcoin-price-crashes-below-9000-ahead-of-halving/","In just 30 minutes, the price of BTC fell by 10%. Against the backdrop of what is happening, Coinbase went offline for a short while."
"1589216212-318","https://financialnews.com/","","https://financialnews.com/news/crypto/poolin-pool-explain-which-bitcoin-miners-will-become-unprofitable-after-halving/","In the range of 10-16 T/s at 3 cents per kilowatt, only the Antminer S9K will survive. This range is 46% hash in the lower quartile. Most devices require a rate of no higher than 2 cents per kilowatt. And even if they survive, de la Torre emphasized, the increase in complexity will eventually force them to leave to go offline."
"1589216186-278","https://financialnews.com/","","https://financialnews.com/news/markets/6-us-companies-that-save-on-dividends-due-to-coronavirus/","Below we will talk about companies that have decided to reduce dividends or defer their payment."
"1589216150-204","https://financialnews.com/","Some States to Begin Reopening Within A Week","https://financialnews.com/news/states-to-begin-reopening/","For the first 2 phases, higher at-risk individuals will still be encouraged to stay home. And as for everyone else, face coverings, smart hygiene, and telecommuting will still be recommended."
"1589216110-153","https://financialnews.com/","North Korea: $1.5 billion in cryptocurrencies to circumvent sanctions","https://financialnews.com/news/crypto/north-korea-1-5-billion-in-cryptocurrencies-to-circumvent-sanctions/","“Definitely, the DPRK uses cryptocurrencies to finance trade,”"
"1589216177-252","https://financialnews.com/","","https://financialnews.com/news/9-successful-companies-created-during-an-economic-crisis/","Together with his brother, they were engaged in business development, and as a result, the company expanded and became an international powerhouse."
"1589216165-225","https://financialnews.com/","","https://financialnews.com/news/markets/netflix-capitalization-reaches-historic-high/","With more than 160 million subscribers worldwide, Netflix’s success has been bolstered by the launch of popular original shows, released after self-isolation modes were introduced around the world. For example, one of the reasons for the rise of Netflix is ​​the sensational novelty of the service – the documentary series “King of the Tigers”."
"1589216135-184","https://financialnews.com/","Small Business Loan Program Reaches 350 Billion Limit","https://financialnews.com/news/small-business-loan-program-runs-out/","The recent news will no doubt have a devastating impact for small business owners. Many whom are struggling to keep their business alive as well as avert layoffs. More money is expected to come, but a good estimate of when has yet to come. This has led some business owners to turn to the Federal Reserve’s Main Street Lending Program."
"1589216177-239","https://financialnews.com/","","https://financialnews.com/news/9-successful-companies-created-during-an-economic-crisis/","The panic in the financial markets in 1907 led to a recession in the country’s economy, which lasted until 1910. The panic was the result of an earthquake in San Francisco in 1906, as well as speculation that led to the bankruptcy of two brokerage firms."
